,Flow,Kinematic,Geometric,Inertial,Observer
51,-11.587749838332114,0.29266961396282004,-5.206650178022213,-12.453011842063281,1.0
52,-11.64727810075377,0.29266961396282004,-5.206650178022213,-12.453011842063281,1.0
53,-11.731395740125818,0.29266961396282004,-5.206650178022213,-12.453011842063281,1.0
54,-15.185506428184251,-0.5900749954201313,-6.342441469932076,-14.332156294806333,0.0
55,-15.143876199136912,-0.5900749954201313,-6.342441469932076,-14.332156294806333,0.0
56,-15.118283954888721,-0.5900749954201313,-6.342441469932076,-14.332156294806333,0.0
57,-15.470833291325517,-0.6429973968744738,-6.342441469932076,-14.332156294806333,0.0
58,-15.51486556147602,-0.6429973968744738,-6.342441469932076,-14.332156294806333,0.0
59,-15.337577469363648,-0.6429973968744738,-6.342441469932076,-14.332156294806333,0.0
60,-11.377065666596398,0.5493592877682336,-5.2030071867437115,-12.623004870023786,0.0
61,-11.427166888126347,0.5493592877682336,-5.2030071867437115,-12.623004870023786,0.0
62,-11.421485054658916,0.5493592877682336,-5.2030071867437115,-12.623004870023786,0.0
63,-11.404243248224411,0.49643688631389105,-5.2030071867437115,-12.623004870023786,0.0
64,-11.49757518801663,0.49643688631389105,-5.2030071867437115,-12.623004870023786,0.0
65,-11.459225382641764,0.49643688631389105,-5.2030071867437115,-12.623004870023786,0.0
66,-11.437734087549996,0.4405564279194345,-5.2030071867437115,-12.623004870023786,0.0
67,-11.522348293221848,0.4405564279194345,-5.2030071867437115,-12.623004870023786,0.0
68,-11.416486829330122,0.4405564279194345,-5.2030071867437115,-12.623004870023786,0.0
69,-11.476226812211092,0.3813675565291038,-5.2030071867437115,-12.623004870023786,0.0
70,-11.510038452000362,0.3813675565291038,-5.2030071867437115,-12.623004870023786,0.0
71,-11.58354091399329,0.3813675565291038,-5.2030071867437115,-12.623004870023786,0.0
72,-11.467422149845943,0.3184537311185346,-5.2030071867437115,-12.623004870023786,0.0
73,-11.526845570316743,0.3184537311185346,-5.2030071867437115,-12.623004870023786,0.0
74,-11.704347840674748,0.3184537311185346,-5.2030071867437115,-12.623004870023786,0.0
75,-11.513942165480836,0.25131442828090617,-5.2030071867437115,-12.623004870023786,0.0
76,-11.654268601238186,0.25131442828090617,-5.2030071867437115,-12.623004870023786,0.0
77,-11.716087569955272,0.25131442828090617,-5.2030071867437115,-12.623004870023786,0.0
78,-11.696804701460286,0.1793409286558168,-5.2030071867437115,-12.623004870023786,0.0
79,-11.793637886299967,0.1793409286558168,-5.2030071867437115,-12.623004870023786,0.0
80,-11.708098179921793,0.1793409286558168,-5.2030071867437115,-12.623004870023786,0.0
81,-11.392581308476569,0.5493592877682336,-5.2030071867437115,-12.623004870023786,1.0
82,-11.401340488566449,0.5493592877682336,-5.2030071867437115,-12.623004870023786,1.0
83,-11.360548774595486,0.5493592877682336,-5.2030071867437115,-12.623004870023786,1.0
84,-11.511992213611757,0.4405564279194345,-5.2030071867437115,-12.623004870023786,1.0
85,-11.455101665457901,0.4405564279194345,-5.2030071867437115,-12.623004870023786,1.0
86,-11.509386348944975,0.4405564279194345,-5.2030071867437115,-12.623004870023786,1.0
87,-11.472849571581307,0.3813675565291038,-5.2030071867437115,-12.623004870023786,1.0
88,-11.464697352519757,0.3813675565291038,-5.2030071867437115,-12.623004870023786,1.0
89,-11.594983375483961,0.3813675565291038,-5.2030071867437115,-12.623004870023786,1.0
90,-11.661017783213115,0.3184537311185346,-5.2030071867437115,-12.623004870023786,1.0
91,-11.613376062469023,0.3184537311185346,-5.2030071867437115,-12.623004870023786,1.0
92,-11.629124419437161,0.3184537311185346,-5.2030071867437115,-12.623004870023786,1.0
93,-11.67382776066539,0.25131442828090617,-5.2030071867437115,-12.623004870023786,1.0
94,-11.592585292799948,0.25131442828090617,-5.2030071867437115,-12.623004870023786,1.0
95,-11.61396377920648,0.25131442828090617,-5.2030071867437115,-12.623004870023786,1.0
96,-11.605704145229062,0.1793409286558168,-5.2030071867437115,-12.623004870023786,1.0
97,-11.674381011025282,0.1793409286558168,-5.2030071867437115,-12.623004870023786,1.0
98,-11.532598222806193,0.1793409286558168,-5.2030071867437115,-12.623004870023786,1.0
99,-14.648585250176525,-0.5900749954201313,-6.214608098422191,-14.332156294806333,0.0
100,-14.682633132608755,-0.5900749954201313,-6.214608098422191,-14.332156294806333,0.0
101,-14.689680378124159,-0.5900749954201313,-6.214608098422191,-14.332156294806333,0.0
102,-14.781323645534982,-0.6429973968744738,-6.214608098422191,-14.332156294806333,0.0
103,-14.69621329916578,-0.6429973968744738,-6.214608098422191,-14.332156294806333,0.0
104,-14.735881139534202,-0.6429973968744738,-6.214608098422191,-14.332156294806333,0.0
105,-14.791523478970106,-0.6988778552689303,-6.214608098422191,-14.332156294806333,0.0
106,-14.82519949429119,-0.6988778552689303,-6.214608098422191,-14.332156294806333,0.0
107,-14.849433313500086,-0.6988778552689303,-6.214608098422191,-14.332156294806333,0.0
108,-14.710070333827208,-0.5900749954201313,-6.214608098422191,-14.332156294806333,1.0
109,-14.623392512544472,-0.5900749954201313,-6.214608098422191,-14.332156294806333,1.0
110,-14.69900011007296,-0.5900749954201313,-6.214608098422191,-14.332156294806333,1.0
111,-14.774035296015875,-0.6429973968744738,-6.214608098422191,-14.332156294806333,1.0
112,-14.70039060855888,-0.6429973968744738,-6.214608098422191,-14.332156294806333,1.0
113,-14.770587016736958,-0.6429973968744738,-6.214608098422191,-14.332156294806333,1.0
114,-14.791946222582405,-0.6988778552689303,-6.214608098422191,-14.332156294806333,1.0
115,-14.823153248437032,-0.6988778552689303,-6.214608098422191,-14.332156294806333,1.0
116,-14.848235469475847,-0.6988778552689303,-6.214608098422191,-14.332156294806333,1.0
117,-11.225960810937838,0.42209750815730634,-5.202435594844754,-12.813897539440177,0.0
118,-11.332035357329321,0.42209750815730634,-5.202435594844754,-12.813897539440177,0.0
119,-11.398312195411943,0.42209750815730634,-5.202435594844754,-12.813897539440177,0.0
120,-11.332035357329321,0.3691751067029638,-5.202435594844754,-12.813897539440177,0.0
121,-11.322352656612903,0.3691751067029638,-5.202435594844754,-12.813897539440177,0.0
122,-11.450056289977429,0.3691751067029638,-5.202435594844754,-12.813897539440177,0.0
123,-11.454802383366685,0.3132946483085073,-5.202435594844754,-12.813897539440177,0.0
124,-11.367791006377056,0.3132946483085073,-5.202435594844754,-12.813897539440177,0.0
125,-11.462349589002068,0.3132946483085073,-5.202435594844754,-12.813897539440177,0.0
126,-11.345858012286557,0.2541057769181766,-5.202435594844754,-12.813897539440177,0.0
127,-11.54787176244023,0.2541057769181766,-5.202435594844754,-12.813897539440177,0.0
128,-11.470772661731177,0.2541057769181766,-5.202435594844754,-12.813897539440177,0.0
129,-11.408282367731793,0.19119195150760745,-5.202435594844754,-12.813897539440177,0.0
130,-11.580132624658452,0.19119195150760745,-5.202435594844754,-12.813897539440177,0.0
131,-11.629837356360865,0.19119195150760745,-5.202435594844754,-12.813897539440177,0.0
132,-11.489240407277016,0.12405264866997882,-5.202435594844754,-12.813897539440177,0.0
133,-11.577623213053027,0.12405264866997882,-5.202435594844754,-12.813897539440177,0.0
134,-11.674911030985742,0.12405264866997882,-5.202435594844754,-12.813897539440177,0.0
135,-11.568367783078866,0.052079149044889694,-5.202435594844754,-12.813897539440177,0.0
136,-11.80577930619078,0.052079149044889694,-5.202435594844754,-12.813897539440177,0.0
137,-11.575946766725774,0.052079149044889694,-5.202435594844754,-12.813897539440177,0.0
138,-11.332035357329321,0.42209750815730634,-5.202435594844754,-12.813897539440177,1.0
139,-11.248327841084734,0.42209750815730634,-5.202435594844754,-12.813897539440177,1.0
140,-11.332035357329321,0.42209750815730634,-5.202435594844754,-12.813897539440177,1.0
141,-11.306003518611375,0.3691751067029638,-5.202435594844754,-12.813897539440177,1.0
142,-11.380111490765096,0.3691751067029638,-5.202435594844754,-12.813897539440177,1.0
143,-11.44433108349939,0.3691751067029638,-5.202435594844754,-12.813897539440177,1.0
144,-11.395301656259072,0.3132946483085073,-5.202435594844754,-12.813897539440177,1.0
145,-11.323433153746658,0.3132946483085073,-5.202435594844754,-12.813897539440177,1.0
146,-11.349020903695065,0.3132946483085073,-5.202435594844754,-12.813897539440177,1.0
147,-11.39228202638535,0.2541057769181766,-5.202435594844754,-12.813897539440177,1.0
148,-11.43084340311744,0.2541057769181766,-5.202435594844754,-12.813897539440177,1.0
149,-11.49834793835398,0.2541057769181766,-5.202435594844754,-12.813897539440177,1.0
150,-11.504674213406858,0.19119195150760745,-5.202435594844754,-12.813897539440177,1.0
151,-11.44433108349939,0.19119195150760745,-5.202435594844754,-12.813897539440177,1.0
152,-11.603255042079306,0.19119195150760745,-5.202435594844754,-12.813897539440177,1.0
153,-11.506474393911006,0.12405264866997882,-5.202435594844754,-12.813897539440177,1.0
154,-11.56073091948852,0.12405264866997882,-5.202435594844754,-12.813897539440177,1.0
155,-11.544414542056373,0.12405264866997882,-5.202435594844754,-12.813897539440177,1.0
156,-11.536591816375163,0.052079149044889694,-5.202435594844754,-12.813897539440177,1.0
157,-11.675670620843759,0.052079149044889694,-5.202435594844754,-12.813897539440177,1.0
158,-11.805112417203077,0.052079149044889694,-5.202435594844754,-12.813897539440177,1.0
159,-16.552583961309352,-0.5900749954201313,-6.706565237883799,-14.332156294806333,0.0
160,-16.548360243990274,-0.5900749954201313,-6.706565237883799,-14.332156294806333,0.0
161,-16.63879565812842,-0.5900749954201313,-6.706565237883799,-14.332156294806333,0.0
162,-11.147395786385704,0.9746627380960623,-5.1418275043676065,-11.985049694532043,0.0
163,-11.157374945328966,0.9746627380960623,-5.1418275043676065,-11.985049694532043,0.0
164,-11.18267673781025,0.9746627380960623,-5.1418275043676065,-11.985049694532043,0.0
165,-11.095608576515785,0.9217403366417198,-5.1418275043676065,-11.985049694532043,0.0
166,-11.275371496519416,0.9217403366417198,-5.1418275043676065,-11.985049694532043,0.0
167,-11.273376909734768,0.9217403366417198,-5.1418275043676065,-11.985049694532043,0.0
168,-11.247371399162049,0.8658598782472632,-5.1418275043676065,-11.985049694532043,0.0
169,-11.45184049217866,0.8658598782472632,-5.1418275043676065,-11.985049694532043,0.0
170,-11.358889731479104,0.8658598782472632,-5.1418275043676065,-11.985049694532043,0.0
171,-11.33530935689145,0.8066710068569325,-5.1418275043676065,-11.985049694532043,0.0
172,-11.489766385805886,0.8066710068569325,-5.1418275043676065,-11.985049694532043,0.0
173,-11.487236194691826,0.8066710068569325,-5.1418275043676065,-11.985049694532043,0.0
174,-11.397667217934824,0.7437571814463633,-5.1418275043676065,-11.985049694532043,0.0
175,-11.542998988502811,0.7437571814463633,-5.1418275043676065,-11.985049694532043,0.0
176,-11.519862559333742,0.7437571814463633,-5.1418275043676065,-11.985049694532043,0.0
177,-11.452556055715453,0.6766178786087347,-5.1418275043676065,-11.985049694532043,0.0
178,-11.50368243107027,0.6766178786087347,-5.1418275043676065,-11.985049694532043,0.0
179,-11.519862559333742,0.6766178786087347,-5.1418275043676065,-11.985049694532043,0.0
180,-11.531607846710054,0.6046443789836455,-5.1418275043676065,-11.985049694532043,0.0
181,-11.599116176992922,0.6046443789836455,-5.1418275043676065,-11.985049694532043,0.0
182,-11.628539015672493,0.6046443789836455,-5.1418275043676065,-11.985049694532043,0.0
183,-11.157374945328966,0.9746627380960623,-5.1418275043676065,-11.985049694532043,1.0
184,-11.182988993862747,0.9746627380960623,-5.1418275043676065,-11.985049694532043,1.0
185,-11.275086799008596,0.9217403366417198,-5.1418275043676065,-11.985049694532043,1.0
186,-11.243264617209396,0.9217403366417198,-5.1418275043676065,-11.985049694532043,1.0
187,-11.247371399162049,0.8658598782472632,-5.1418275043676065,-11.985049694532043,1.0
188,-11.358889731479104,0.8658598782472632,-5.1418275043676065,-11.985049694532043,1.0
189,-11.343851854114565,0.8066710068569325,-5.1418275043676065,-11.985049694532043,1.0
190,-11.413659562767746,0.8066710068569325,-5.1418275043676065,-11.985049694532043,1.0
191,-11.390842978131216,0.7437571814463633,-5.1418275043676065,-11.985049694532043,1.0
192,-11.444896851207169,0.7437571814463633,-5.1418275043676065,-11.985049694532043,1.0
193,-11.549944968241814,0.6766178786087347,-5.1418275043676065,-11.985049694532043,1.0
194,-11.588558165657982,0.6766178786087347,-5.1418275043676065,-11.985049694532043,1.0
195,-11.575992555297617,0.6046443789836455,-5.1418275043676065,-11.985049694532043,1.0
196,-11.548646266760578,0.6046443789836455,-5.1418275043676065,-11.985049694532043,1.0
197,-11.595402535423561,0.6046443789836455,-5.1418275043676065,-11.985049694532043,1.0
